Date,Open,High,Low,Close,Change(Pips),Change(%)
2022-02-27 00:00:00,1888.62,1926.5,1888.31,1909.39,2077,1.09
2022-02-28 00:00:00,1908.44,1919.01,1890.2,1906.09,-235,-0.12
2022-03-01 00:00:00,1906.16,1949.63,1901.2,1942.14,3598,1.85
2022-03-02 00:00:00,1942.35,1947.38,1914.82,1928.81,-1354,-0.7
2022-03-03 00:00:00,1928.84,1940.93,1922.1,1934.65,581,0.3
2022-03-04 00:00:00,1935.03,1971.36,1930.68,1969.91,3488,1.77
2022-03-06 00:00:00,1971,1990.91,1970.02,1988.28,1728,0.87
2022-03-07 00:00:00,1988.57,2002.33,1961.08,1998.48,991,0.5
2022-03-08 00:00:00,1999.03,2069.35,1980.94,2043.46,4443,2.17
2022-03-09 00:00:00,2043.66,2058.76,1976.86,1989.76,-5390,-2.71
2022-03-10 00:00:00,1989.91,2008.78,1970.5,1995.11,520,0.26
2022-03-11 00:00:00,1995.89,1996.83,1958.77,1987.4,-849,-0.43
2022-03-13 00:00:00,1987.79,1988.9,1971.12,1973.95,-1384,-0.7
2022-03-14 00:00:00,1973.68,1978.49,1949.36,1951.95,-2173,-1.11
2022-03-15 00:00:00,1950.35,1951.95,1906.6,1917.92,-3243,-1.69
2022-03-16 00:00:00,1917.19,1929.1,1895.19,1926.83,964,0.5
2022-03-17 00:00:00,1926.59,1949.47,1925.32,1943.7,1711,0.88
2022-03-18 00:00:00,1943.74,1945.17,1917.79,1920.98,-2276,-1.18
2022-03-20 00:00:00,1923.9,1925.86,1917.6,1918.37,-553,-0.29
2022-03-21 00:00:00,1918.25,1939.84,1918.25,1935.25,1700,0.88
2022-03-22 00:00:00,1935.41,1938.2,1910.43,1919.17,-1624,-0.85
2022-03-23 00:00:00,1919.48,1948.23,1915.2,1946.1,2662,1.37
2022-03-24 00:00:00,1945.65,1965.93,1937.1,1959.07,1342,0.69
2022-03-25 00:00:00,1959.45,1964.01,1943.86,1957.81,-164,-0.08
2022-03-27 00:00:00,1957.2,1959.09,1954.4,1957.17,-3,0
2022-03-28 00:00:00,1957.27,1958.19,1917.4,1923.92,-3335,-1.73
2022-03-29 00:00:00,1923.82,1928.72,1890.7,1916.41,-741,-0.39
2022-03-30 00:00:00,1916.13,1937.92,1915.97,1933.82,1769,0.91
2022-03-31 00:00:00,1933.67,1949.15,1919.22,1936.66,299,0.15
2022-04-01 00:00:00,1936.7,1939.45,1918.01,1924.3,-1240,-0.64
2022-04-03 00:00:00,1924.81,1925.42,1920.6,1924.55,-26,-0.01
2022-04-04 00:00:00,1924.55,1936.61,1916.15,1931.48,693,0.36
2022-04-05 00:00:00,1931.57,1944.17,1918.23,1920.52,-1105,-0.58
2022-04-06 00:00:00,1920.17,1932.74,1915.7,1923.76,359,0.19
2022-04-07 00:00:00,1924.04,1937.61,1920,1933.02,898,0.46
2022-04-08 00:00:00,1932.87,1947.91,1927.85,1947.33,1446,0.74
2022-04-10 00:00:00,1946.64,1946.94,1942.7,1944.2,-244,-0.13
2022-04-11 00:00:00,1943.99,1969.06,1939.5,1952.84,885,0.45
2022-04-12 00:00:00,1952.67,1978.28,1949.39,1965.94,1327,0.67
2022-04-13 00:00:00,1965.96,1981.4,1962.4,1977.08,1112,0.56
2022-04-14 00:00:00,1977.15,1980.21,1961.52,1972.9,-425,-0.22
2022-04-15 00:00:00,1972.91,1974.4,1972.9,1974.4,149,0.08
2022-04-17 00:00:00,1973.32,1987.97,1969.3,1986.71,1339,0.67
2022-04-18 00:00:00,1985.12,1998.16,1975.5,1977.18,-794,-0.4
2022-04-19 00:00:00,1976.69,1981.77,1944.41,1949.73,-2696,-1.38
2022-04-20 00:00:00,1949.48,1958.24,1939.48,1956.81,733,0.37
2022-04-21 00:00:00,1957.04,1957.24,1936.97,1950.97,-607,-0.31
2022-04-22 00:00:00,1950.68,1955.54,1926.63,1931.57,-1911,-0.99
2022-04-24 00:00:00,1931.29,1934.28,1929.4,1932.56,127,0.07
2022-04-25 00:00:00,1932.75,1932.75,1891.11,1899.47,-3328,-1.75
2022-04-26 00:00:00,1899.21,1910.73,1895.48,1906.43,722,0.38
2022-04-27 00:00:00,1906.61,1906.74,1881.48,1885.62,-2099,-1.11
2022-04-28 00:00:00,1885.53,1896.54,1872.18,1895.56,1003,0.53
2022-04-29 00:00:00,1895.63,1919.37,1893.8,1896.76,113,0.06
2022-05-01 00:00:00,1897.1,1899.81,1896.1,1896.97,-13,-0.01
2022-05-02 00:00:00,1897.67,1898.26,1855.3,1863.2,-3447,-1.85
2022-05-03 00:00:00,1863.59,1878.08,1850.41,1868.32,473,0.25
2022-05-04 00:00:00,1867.8,1894.12,1860.8,1893.94,2614,1.38
2022-05-05 00:00:00,1893.94,1909.69,1872.56,1874.32,-1962,-1.05
2022-05-06 00:00:00,1874.51,1892.48,1866.23,1883.52,901,0.48
2022-05-08 00:00:00,1883.01,1885.44,1879.7,1881.18,-183,-0.1
2022-05-09 00:00:00,1881.39,1882.11,1851.9,1854.67,-2672,-1.44
2022-05-10 00:00:00,1854.39,1865.27,1833.3,1833.49,-2090,-1.14
2022-05-11 00:00:00,1833.43,1857.48,1831.9,1854.04,2061,1.11
2022-05-12 00:00:00,1853.86,1858.73,1810.33,1820.4,-3346,-1.84
2022-05-13 00:00:00,1821.29,1828.74,1799.17,1810.27,-1102,-0.61
2022-05-15 00:00:00,1811.45,1814.54,1809.4,1813.1,165,0.09
2022-05-16 00:00:00,1812.49,1829.23,1787.05,1826.38,1389,0.76
2022-05-17 00:00:00,1826.98,1835.93,1812.6,1814.54,-1244,-0.69
2022-05-18 00:00:00,1814.67,1824.43,1807.34,1816.11,144,0.08
2022-05-19 00:00:00,1816.1,1849.13,1810.94,1842.09,2599,1.41
2022-05-20 00:00:00,1841.7,1849.28,1832.61,1846.4,470,0.25
2022-05-22 00:00:00,1846.29,1852.58,1843.86,1845.96,-33,-0.02
2022-05-23 00:00:00,1845.7,1865.09,1845.7,1853.78,808,0.44
2022-05-24 00:00:00,1854.11,1869.59,1849.37,1867.35,1324,0.71
2022-05-25 00:00:00,1867.61,1868.03,1843.11,1854,-1361,-0.73
2022-05-26 00:00:00,1853.96,1854.24,1841.3,1852.96,-100,-0.05
2022-05-27 00:00:00,1851.8,1861.86,1848.01,1853.03,123,0.07
2022-05-29 00:00:00,1853.38,1853.76,1848,1849.77,-361,-0.2
2022-05-30 00:00:00,1849.64,1863.73,1848.66,1852.42,278,0.15
2022-05-31 00:00:00,1852.37,1857.05,1834.69,1836.31,-1606,-0.87
2022-06-01 00:00:00,1836.2,1849.92,1828.1,1845.99,979,0.53
2022-06-02 00:00:00,1845.56,1870.54,1843.4,1869.73,2417,1.29
2022-06-03 00:00:00,1869.91,1873.86,1846.9,1850.89,-1902,-1.03
2022-06-05 00:00:00,1850.2,1853.21,1849.4,1851.72,152,0.08
2022-06-06 00:00:00,1851.91,1857.53,1838.2,1839.55,-1236,-0.67
2022-06-07 00:00:00,1839.16,1855.42,1836.81,1853.53,1437,0.78
2022-06-08 00:00:00,1853.63,1859.53,1844.71,1852.74,-89,-0.05
2022-06-09 00:00:00,1852.71,1855.32,1840.23,1847.02,-569,-0.31
2022-06-10 00:00:00,1847.12,1875.66,1825.97,1871.22,2410,1.29
2022-06-12 00:00:00,1871.28,1878.56,1870,1876.68,540,0.29
2022-06-13 00:00:00,1876.47,1877.2,1811.36,1820.88,-5559,-3.05
2022-06-14 00:00:00,1821.32,1831.29,1804.3,1810.89,-1043,-0.58
2022-06-15 00:00:00,1810.84,1841.58,1808.73,1833.81,2297,1.25
2022-06-16 00:00:00,1833.03,1857.45,1816.18,1850.9,1787,0.97
2022-06-17 00:00:00,1851.34,1852.89,1834.15,1839.95,-1139,-0.62
2022-06-19 00:00:00,1839.37,1840.17,1834.3,1838.28,-109,-0.06
2022-06-20 00:00:00,1838.47,1845.91,1834.8,1839.09,62,0.03
2022-06-21 00:00:00,1838.82,1843.49,1828.3,1831.26,-756,-0.41
2022-06-22 00:00:00,1830.95,1847.74,1823,1836.56,561,0.31
2022-06-23 00:00:00,1836.4,1844.69,1821.5,1824.66,-1174,-0.64
2022-06-24 00:00:00,1824.6,1831.46,1817.17,1827.07,247,0.14
2022-06-26 00:00:00,1827.16,1836.12,1825.5,1830.85,369,0.2
2022-06-27 00:00:00,1830.5,1840.86,1819.73,1823.49,-701,-0.38
2022-06-28 00:00:00,1823.18,1829.31,1817.7,1818.37,-481,-0.26
2022-06-29 00:00:00,1818.42,1832.59,1813.07,1818.87,45,0.02
2022-06-30 00:00:00,1818.85,1824.39,1802.41,1806.58,-1227,-0.68
2022-07-01 00:00:00,1806.52,1810.89,1784.59,1808.46,194,0.11
2022-07-03 00:00:00,1810.56,1810.83,1807.6,1808.18,-238,-0.13
2022-07-04 00:00:00,1808.39,1813.84,1803.89,1809.02,63,0.03
2022-07-05 00:00:00,1809.12,1812.03,1763.8,1769.31,-3981,-2.25
2022-07-06 00:00:00,1768.82,1772.74,1731.6,1739.96,-2886,-1.66
2022-07-07 00:00:00,1739.81,1748.93,1736.56,1741.84,203,0.12
2022-07-08 00:00:00,1741.94,1751.26,1733.5,1741.8,-14,-0.01
2022-07-10 00:00:00,1742.09,1744.51,1740.1,1742.03,-6,0
2022-07-11 00:00:00,1742.08,1743.38,1730.9,1733.3,-878,-0.51
2022-07-12 00:00:00,1733.3,1739.29,1722.86,1725.32,-798,-0.46
2022-07-13 00:00:00,1725.32,1745.01,1705.6,1731.9,658,0.38
2022-07-14 00:00:00,1732.27,1733.48,1697.67,1711.62,-2065,-1.21
2022-07-15 00:00:00,1712.11,1716.42,1699.2,1706.7,-541,-0.32
2022-07-17 00:00:00,1707.55,1710.5,1705.99,1710.24,269,0.16
2022-07-18 00:00:00,1709.93,1723.59,1706,1708.08,-185,-0.11
2022-07-19 00:00:00,1708.15,1718.17,1705.1,1709.87,172,0.1
2022-07-20 00:00:00,1710.12,1713.91,1692.97,1695.31,-1481,-0.87
2022-07-21 00:00:00,1695.03,1720.2,1681.09,1718.45,2342,1.36
2022-07-22 00:00:00,1718,1738.79,1712.86,1726.5,850,0.49
2022-07-24 00:00:00,1727.26,1727.26,1723.7,1724.62,-264,-0.15
2022-07-25 00:00:00,1725.31,1735.61,1714.21,1718.88,-643,-0.37
2022-07-26 00:00:00,1719.11,1727.93,1713.86,1717.85,-126,-0.07
2022-07-27 00:00:00,1718.04,1740.1,1712.04,1738.7,2066,1.19
2022-07-28 00:00:00,1738.6,1757.04,1734.21,1754.93,1633,0.93
2022-07-29 00:00:00,1755.02,1767.85,1752.31,1766.01,1099,0.62
2022-07-31 00:00:00,1766.03,1766.03,1760.96,1762.29,-374,-0.21
2022-08-01 00:00:00,1761.7,1774.85,1758.44,1771.98,1028,0.58
2022-08-02 00:00:00,1772.09,1787.91,1754.9,1756.66,-1543,-0.88
2022-08-03 00:00:00,1757.16,1772.54,1754.5,1763.63,647,0.37
2022-08-04 00:00:00,1763.61,1794.76,1763.11,1793.14,2953,1.65
2022-08-05 00:00:00,1793.25,1794.72,1765.28,1773.83,-1942,-1.09
2022-08-07 00:00:00,1774.99,1774.99,1770.21,1774.22,-77,-0.04
2022-08-08 00:00:00,1774.19,1790.23,1771,1789.14,1495,0.84
2022-08-09 00:00:00,1789.15,1799.67,1783.01,1793.98,483,0.27
2022-08-10 00:00:00,1793.98,1807.39,1786.8,1791.65,-233,-0.13
2022-08-11 00:00:00,1790.7,1799.11,1783.4,1789.01,-169,-0.09
2022-08-12 00:00:00,1788.8,1802.03,1784.5,1801.53,1273,0.71
2022-08-14 00:00:00,1801.97,1802.1,1798.9,1799.22,-275,-0.15
2022-08-15 00:00:00,1799.12,1801.58,1772.32,1778.41,-2071,-1.16
2022-08-16 00:00:00,1778.63,1782.99,1771.84,1775.37,-326,-0.18
2022-08-17 00:00:00,1775.35,1782.17,1759.98,1764.87,-1048,-0.59
2022-08-18 00:00:00,1764.72,1772.12,1755.46,1758.45,-627,-0.36
2022-08-19 00:00:00,1758.36,1758.46,1744.7,1746.74,-1162,-0.67
2022-08-21 00:00:00,1746.74,1746.74,1746.74,1746.74,0,0
